"name" "left" "right" "strand" "number" "genes"
"1932" "ydgC" 1681695 1682030 "reverse" 1 "ydgC"
"1933" "ydgD" 1671960 1672781 "forward" 1 "ydgD"
"1934" "ydgH" 1678427 1679371 "forward" 1 "ydgH"
"1935" "ydgI-folM" 1679557 1681698 "forward" 2 "ydgI,folM"
"1936" "ydgJ" 1703268 1704308 "reverse" 1 "ydgJ"
"1937" "ydgK-rsxABCDGE-nth" 1705250 1712158 "forward" 8 "ydgK,rsxA,rsxB,rsxC,rsxD,rsxG,rsxE,nth"
"1938" "ydhB" 1738866 1739798 "reverse" 1 "ydhB"
"1939" "ydhC" 1739911 1741122 "forward" 1 "ydhC"
"1940" "ydhF" 1724736 1725632 "reverse" 1 "ydhF"
"1941" "ydhIJK" 1721025 1724133 "forward" 3 "ydhI,ydhJ,ydhK"
"1942" "ydhL" 1725681 1725920 "reverse" 1 "ydhL"
"1943" "ydhP" 1736121 1737290 "reverse" 1 "ydhP"
"1944" "ydhQ" 1744871 1746127 "reverse" 1 "ydhQ"
"1945" "ydhR" 1746700 1747005 "forward" 1 "ydhR"
"1946" "ydhS" 1747131 1748735 "forward" 1 "ydhS"
"1947" "ydhYVWXUT" 1748747 1754477 "reverse" 6 "ydhY,ydhV,ydhW,ydhX,ydhU,ydhT"
"1948" "ydhZ" 1754932 1755141 "reverse" 1 "ydhZ"
"1949" "ydiE" 1789613 1789804 "forward" 1 "ydiE"
"1950" "ydiFO" 1775587 1778347 "forward" 2 "ydiF,ydiO"
"1951" "ydiJ-menI-ydiH" 1764934 1768685 "reverse" 3 "ydiJ,menI,ydiH"
"1952" "ydiK" 1769074 1770186 "forward" 1 "ydiK"
"1953" "ydiL" 1770615 1770971 "forward" 1 "ydiL"
"1954" "ydiM" 1771071 1772285 "forward" 1 "ydiM"
"1955" "ydiNB-aroD" 1772512 1775444 "forward" 3 "ydiN,ydiB,aroD"
"1956" "ydiP" 1778390 1779301 "reverse" 1 "ydiP"
"1957" "ydiQRST-fadK" 1779617 1784677 "forward" 5 "ydiQ,ydiR,ydiS,ydiT,fadK"
"1958" "ydiU" 1789808 1791244 "reverse" 1 "ydiU"
"1959" "ydiV" 1791307 1792020 "reverse" 1 "ydiV"
"1960" "ydiY" 1805325 1806083 "reverse" 1 "ydiY"
"1961" "ydiZ" 1807400 1807690 "forward" 1 "ydiZ"
"1962" "ydjA-selD-topB" 1844999 1848676 "reverse" 3 "ydjA,selD,topB"
"1963" "ydjE" 1852621 1853979 "reverse" 1 "ydjE"
"1964" "ydjF" 1854096 1854854 "reverse" 1 "ydjF"
"1965" "ydjLKJIHG" 1854991 1861332 "reverse" 6 "ydjL,ydjK,ydjJ,ydjI,ydjH,ydjG"
"1966" "ydjM" 1810211 1810801 "forward" 1 "ydjM"
"1967" "ydjO" 1812329 1813132 "reverse" 1 "ydjO"
"1968" "ydjXYZ-ynjABCD" 1833401 1839400 "forward" 7 "ydjX,ydjY,ydjZ,ynjA,ynjB,ynjC,ynjD"
"1969" "yeaC" 1861702 1861974 "reverse" 1 "yeaC"
"1970" "yeaE" 1864782 1865636 "reverse" 1 "yeaE"
"1971" "yeaGH" 1866908 1870238 "forward" 2 "yeaG,yeaH"
"1972" "yeaK" 1873574 1874077 "forward" 1 "yeaK"
"1973" "yeaL" 1874352 1874798 "forward" 1 "yeaL"
"1974" "yeaO" 1876909 1877256 "forward" 1 "yeaO"
"1975" "yeaQ" 1879007 1879255 "reverse" 1 "yeaQ"
"1976" "yeaR-yoaG" 1879403 1879948 "reverse" 2 "yeaR,yoaG"
"1977" "yeaVW" 1883188 1885789 "forward" 2 "yeaV,yeaW"
"1978" "yeaX" 1885845 1886810 "forward" 1 "yeaX"
"1979" "yebB" 1946251 1946853 "forward" 1 "yebB"
"1980" "yebE" 1929048 1929707 "reverse" 1 "yebE"
"1981" "yebF" 1930034 1930390 "reverse" 1 "yebF"
"1982" "yebG" 1930457 1930747 "reverse" 1 "yebG"
"1983" "yebK" 1936652 1937521 "forward" 1 "yebK"
"1984" "yebO" 1908261 1908548 "reverse" 1 "yebO"
"1985" "yebQ" 1910276 1911649 "forward" 1 "yebQ"
"1986" "yebST" 1916258 1920143 "forward" 2 "yebS,yebT"
"1987" "yebV" 1921780 1922016 "forward" 1 "yebV"
"1988" "yebW" 1922121 1922312 "forward" 1 "yebW"
"1989" "yecA" 1990954 1991619 "reverse" 1 "yecA"
"1990" "yecDE" 1950832 1952213 "forward" 2 "yecD,yecE"
"1991" "yecF" 1995818 1996042 "forward" 1 "yecF"
"1992" "yecH" 1989251 1989490 "reverse" 1 "yecH"
"1993" "yecJ" 1987507 1987758 "reverse" 1 "yecJ"
"1994" "yecM-cutC" 1958520 1959846 "reverse" 2 "yecM,cutC"
"1995" "yecN-cmoAB" 1952266 1954413 "forward" 3 "yecN,cmoA,cmoB"
"1996" "yecR" 1988222 1988545 "forward" 1 "yecR"
"1997" "yecT" 1961972 1962460 "forward" 1 "yecT"
"1998" "yedA" 2029539 2030459 "forward" 1 "yedA"
"1999" "yedD" 2007677 2008090 "reverse" 1 "yedD"
"2000" "yedEF" 2008277 2009712 "forward" 2 "yedE,yedF"
"2001" "yedI" 2028449 2029366 "reverse" 1 "yedI"
"2002" "yedK" 2009821 2010489 "forward" 1 "yedK"
"2003" "yedL" 2010600 2011079 "forward" 1 "yedL"
"2004" "yedM" 2012001 2012351 "reverse" 1 "yedM"
"2005" "yedN_1N_2" 2011348 2011869 "reverse" 2 "yedN_1,yedN_2"
"2006" "yedP" 2025511 2026326 "forward" 1 "yedP"
"2007" "yedRJ" 2032384 2033484 "reverse" 2 "yedR,yedJ"
"2008" "yedS_1S_2" 2034051 2034755 "forward" 2 "yedS_1,yedS_2"
"2009" "yedS_3" 2034839 2035243 "forward" 1 "yedS_3"
"2010" "yedWV" 2036794 2038823 "reverse" 2 "yedW,yedV"
"2011" "yedX" 2038956 2039369 "forward" 1 "yedX"
"2012" "yeeA" 2079533 2080591 "reverse" 1 "yeeA"
"2013" "yeeED" 2084226 2085525 "reverse" 2 "yeeE,yeeD"
"2014" "yeeJ" 2044938 2052014 "forward" 1 "yeeJ"
"2015" "yeeL_1L_2" 2052276 2053328 "reverse" 2 "yeeL_1,yeeL_2"
"2016" "yeeN" 2056858 2057574 "forward" 1 "yeeN"
"2017" "yeeO" 2058203 2059846 "reverse" 1 "yeeO"
"2018" "yeeP" 2070786 2071211 "forward" 1 "yeeP"
"2019" "yeeRST-cbeA-cbtA-yeeW" 2074779 2078134 "forward" 6 "yeeR,yeeS,yeeT,cbeA,cbtA,yeeW"
"2020" "yeeX" 2079032 2079361 "reverse" 1 "yeeX"
"2021" "yeeY" 2087329 2088258 "reverse" 1 "yeeY"
"2022" "yeeZ" 2088304 2089128 "reverse" 1 "yeeZ"
"2023" "yefM-yoeB" 2089211 2089713 "reverse" 2 "yefM,yoeB"
"2024" "yegD" 2147674 2149026 "forward" 1 "yegD"
"2025" "yegH" 2137902 2139485 "forward" 1 "yegH"
"2026" "yegI" 2149039 2150985 "reverse" 1 "yegI"
"2027" "yegJ" 2151185 2151646 "forward" 1 "yegJ"
"2028" "yegLK" 2151711 2153128 "reverse" 2 "yegL,yegK"
"2029" "yegP" 2165189 2165521 "forward" 1 "yegP"
"2030" "yegQ" 2165668 2167029 "forward" 1 "yegQ"
"2031" "yegRZ" 2167602 2168306 "reverse" 2 "yegR,yegZ"
"2032" "yegS" 2168712 2169611 "forward" 1 "yegS"
"2033" "yegTUV" 2178821 2182061 "forward" 3 "yegT,yegU,yegV"
"2034" "yegW" 2182035 2182781 "reverse" 1 "yegW"
"2035" "yegX" 2182833 2183651 "reverse" 1 "yegX"
"2036" "yehDCBA" 2187380 2192222 "reverse" 4 "yehD,yehC,yehB,yehA"
"2037" "yehE" 2192515 2192796 "reverse" 1 "yehE"
"2038" "yehK" 2203972 2204289 "forward" 1 "yehK"
"2039" "yehLMPQ" 2204596 2210944 "forward" 4 "yehL,yehM,yehP,yehQ"
"2040" "yehR" 2211225 2211686 "forward" 1 "yehR"
"2041" "yehS" 2211726 2212196 "reverse" 1 "yehS"
"2042" "yehUT" 2212243 2214644 "reverse" 2 "yehU,yehT"
"2043" "yeiE" 2248737 2249618 "reverse" 1 "yeiE"
"2044" "yeiG" 2243910 2244746 "forward" 1 "yeiG"
"2045" "yeiH" 2249717 2250766 "forward" 1 "yeiH"
"2046" "yeiI" 2251700 2252788 "forward" 1 "yeiI"
"2047" "yeiL" 2255355 2256014 "forward" 1 "yeiL"
"2048" "yeiP" 2265450 2266022 "forward" 1 "yeiP"
"2049" "yeiQ" 2266245 2267711 "forward" 1 "yeiQ"
"2050" "yeiR-lpxT" 2267829 2269567 "forward" 2 "yeiR,lpxT"
"2051" "yeiW" 2265041 2265295 "reverse" 1 "yeiW"
"2052" "yejABEF" 2272364 2277889 "forward" 4 "yejA,yejB,yejE,yejF"
"2053" "yejG" 2277893 2278237 "reverse" 1 "yejG"
"2054" "yejK" 2282940 2283947 "reverse" 1 "yejK"
"2055" "yejLM" 2284129 2286136 "forward" 2 "yejL,yejM"
"2056" "yejO" 2286390 2288900 "reverse" 1 "yejO"
"2057" "yfaATS_1S_2QP" 2327367 2336644 "reverse" 6 "yfaA,yfaT,yfaS_1,yfaS_2,yfaQ,yfaP"
"2058" "yfaD-ypaA" 2356904 2358001 "forward" 2 "yfaD,ypaA"
"2059" "yfaH" 2349687 2349893 "forward" 1 "yfaH"
"2060" "yfaL" 2340417 2344169 "reverse" 1 "yfaL"
"2061" "yfaX-rhmD-yfaVU" 2358042 2362211 "reverse" 4 "yfaX,rhmD,yfaV,yfaU"
"2062" "yfaY" 2362431 2363633 "reverse" 1 "yfaY"
"2063" "yfaZ" 2363733 2364275 "reverse" 1 "yfaZ"
"2064" "yfbK" 2383995 2385722 "reverse" 1 "yfbK"
"2065" "yfbL" 2385860 2386831 "forward" 1 "yfbL"
"2066" "yfbM" 2386934 2387437 "forward" 1 "yfbM"
"2067" "yfbN" 2387710 2388426 "reverse" 1 "yfbN"
"2068" "yfbO" 2388635 2389057 "forward" 1 "yfbO"
"2069" "yfbP" 2389116 2389964 "forward" 1 "yfbP"
"2070" "yfbS" 2409520 2411352 "reverse" 1 "yfbS"
"2071" "yfbUT" 2411439 2412594 "reverse" 2 "yfbU,yfbT"
"2072" "yfbV" 2412677 2413132 "reverse" 1 "yfbV"
"2073" "yfcC" 2417081 2418601 "forward" 1 "yfcC"
"2074" "yfcD" 2418634 2419176 "reverse" 1 "yfcD"
"2075" "yfcE" 2419234 2419788 "reverse" 1 "yfcE"
"2076" "yfcF" 2419841 2420485 "reverse" 1 "yfcF"
"2077" "yfcG" 2420621 2421268 "forward" 1 "yfcG"
"2078" "yfcI" 2422649 2423539 "reverse" 1 "yfcI"
"2079" "yfcJ" 2438942 2440120 "reverse" 1 "yfcJ"
"2080" "yfcUTSRQPO" 2449228 2455001 "reverse" 7 "yfcU,yfcT,yfcS,yfcR,yfcQ,yfcP,yfcO"
"2081" "yfcV" 2455083 2455646 "reverse" 1 "yfcV"
"2082" "yfcZ" 2460650 2460934 "reverse" 1 "yfcZ"
"2083" "yfdC" 2465301 2466233 "forward" 1 "yfdC"
"2084" "yfdF" 2463012 2464070 "forward" 1 "yfdF"
"2085" "yfdGHI" 2467855 2470462 "forward" 3 "yfdG,yfdH,yfdI"
"2086" "yfdONMLK" 2471077 2473246 "reverse" 5 "yfdO,yfdN,yfdM,yfdL,yfdK"
"2087" "yfdPQ" 2473604 2474856 "forward" 2 "yfdP,yfdQ"
"2088" "yfdRST" 2474984 2476178 "forward" 3 "yfdR,yfdS,yfdT"
"2089" "yfdX-frc-oxc-yfdVE" 2488023 2494402 "reverse" 5 "yfdX,frc,oxc,yfdV,yfdE"
"2090" "yfdY" 2495050 2495292 "reverse" 1 "yfdY"
"2091" "yfeCD" 2518467 2519205 "forward" 2 "yfeC,yfeD"
"2092" "yfeH" 2526946 2527944 "forward" 1 "yfeH"
"2093" "yfeKS" 2537342 2538483 "forward" 2 "yfeK,yfeS"
"2094" "yfeN" 2525127 2525891 "forward" 1 "yfeN"
"2095" "yfeO" 2509630 2510886 "forward" 1 "yfeO"
"2096" "yfeR" 2525930 2526856 "reverse" 1 "yfeR"
"2097" "yfeYX" 2549646 2551216 "reverse" 2 "yfeY,yfeX"
"2098" "yffB-dapE-ypfN" 2591247 2592962 "forward" 3 "yffB,dapE,ypfN"
"2099" "yffL" 2560257 2560898 "forward" 1 "yffL"
"2100" "yffMN" 2561368 2561993 "forward" 2 "yffM,yffN"
"2101" "yffOP" 2562111 2563117 "forward" 2 "yffO,yffP"
"2102" "yffQR" 2563592 2564372 "forward" 2 "yffQ,yffR"
"2103" "yffS" 2564523 2565332 "forward" 1 "yffS"
"2104" "yfgG" 2629290 2629481 "forward" 1 "yfgG"
"2105" "yfgHI" 2629792 2630865 "forward" 2 "yfgH,yfgI"
"2106" "yfgJ" 2635599 2635814 "reverse" 1 "yfgJ"
"2107" "yfgM" 2638663 2639283 "reverse" 1 "yfgM"
"2108" "yfgO" 2614820 2615881 "reverse" 1 "yfgO"
"2109" "yfhG" 2688793 2689506 "reverse" 1 "yfhG"
"2110" "yfhH" 2698759 2699607 "forward" 1 "yfhH"
"2111" "yfhL" 2699663 2699923 "forward" 1 "yfhL"
"2112" "yfhM-pbpC" 2645013 2652287 "reverse" 2 "yfhM,pbpC"
"2113" "yfhR" 2664390 2665244 "forward" 1 "yfhR"
"2114" "yfiC" 2712027 2712764 "reverse" 1 "yfiC"
"2115" "yfiE" 2714439 2715320 "reverse" 1 "yfiE"
"2116" "yfiF" 2717491 2718528 "reverse" 1 "yfiF"
"2117" "yfiL" 2741360 2741725 "forward" 1 "yfiL"
"2118" "yfiM" 2724128 2724451 "forward" 1 "yfiM"
"2119" "yfiP-patZ" 2719223 2722613 "forward" 2 "yfiP,patZ"
"2120" "yfiR-dgcN-yfiB" 2741875 2744107 "forward" 3 "yfiR,dgcN,yfiB"
"2121" "yfjD" 2748774 2750060 "forward" 1 "yfjD"
"2122" "yfjH" 2757644 2758600 "reverse" 1 "yfjH"
"2123" "yfjI" 2758985 2760394 "forward" 1 "yfjI"
"2124" "yfjJ" 2760547 2761173 "forward" 1 "yfjJ"
"2125" "yfjM" 2765513 2765776 "reverse" 1 "yfjM"
"2126" "yfjPQ" 2767710 2769486 "forward" 2 "yfjP,yfjQ"
"2127" "yfjR-ypjK-yfjST" 2769703 2771615 "forward" 4 "yfjR,ypjK,yfjS,yfjT"
"2128" "yfjW" 2773318 2775021 "forward" 1 "yfjW"
"2129" "yfjXY-ypjJ-yfjZ-ypjF" 2775919 2777782 "forward" 5 "yfjX,yfjY,ypjJ,yfjZ,ypjF"
"2130" "ygaC" 2799650 2799994 "reverse" 1 "ygaC"
"2131" "ygaM" 2800146 2800475 "forward" 1 "ygaM"
"2132" "ygaQ" 2786397 2788649 "forward" 1 "ygaQ"
"2133" "ygaVP" 2797211 2798044 "forward" 2 "ygaV,ygaP"
"2134" "ygaXY" 2808316 2809493 "forward" 2 "ygaX,ygaY"
"2135" "ygaZH" 2809617 2810679 "forward" 2 "ygaZ,ygaH"
"2136" "ygbA" 2856453 2856806 "reverse" 1 "ygbA"
"2137" "ygbE" 2873014 2873337 "reverse" 1 "ygbE"
"2138" "ygbI" 2860467 2861234 "reverse" 1 "ygbI"
"2139" "ygbJK" 2861430 2863501 "forward" 2 "ygbJ,ygbK"
"2140" "ygbLM" 2863593 2865012 "forward" 2 "ygbL,ygbM"
"2141" "ygbN" 2865101 2866465 "forward" 1 "ygbN"
"2142" "ygcG" 2905711 2906583 "forward" 1 "ygcG"
"2143" "ygcNOP" 2892657 2894771 "forward" 3 "ygcN,ygcO,ygcP"
"2144" "ygcRQ" 2894919 2896555 "reverse" 2 "ygcR,ygcQ"
"2145" "ygcS" 2896533 2897870 "reverse" 1 "ygcS"
"2146" "ygcU" 2897964 2899418 "reverse" 1 "ygcU"
"2147" "ygcW" 2899488 2900273 "reverse" 1 "ygcW"
"2148" "ygdD" 2941236 2941631 "reverse" 1 "ygdD"
"2149" "ygdG" 2931055 2931810 "forward" 1 "ygdG"
"2150" "ygdH" 2926308 2927672 "forward" 1 "ygdH"
"2151" "ygdI" 2942918 2943145 "reverse" 1 "ygdI"
"2152" "ygdQ" 2970420 2971133 "forward" 1 "ygdQ"
"2153" "ygdR" 2971271 2971489 "forward" 1 "ygdR"
"2154" "ygeF" 2990554 2991000 "forward" 1 "ygeF"
"2155" "ygeG" 2991268 2991759 "forward" 1 "ygeG"
"2156" "ygeH" 2992094 2993470 "forward" 1 "ygeH"
"2157" "ygeI" 2993638 2993856 "forward" 1 "ygeI"
"2158" "ygeLK" 2994460 2995092 "reverse" 2 "ygeL,ygeK"
"2159" "ygeP" 2997689 2997988 "reverse" 1 "ygeP"
"2160" "ygeQ" 2998034 2998828 "reverse" 1 "ygeQ"
"2161" "ygeR" 2999136 2999891 "reverse" 1 "ygeR"
"2162" "ygeV" 3004008 3005786 "reverse" 1 "ygeV"
"2163" "ygeW" 3006262 3007452 "forward" 1 "ygeW"
"2164" "ygeX" 3007510 3008706 "forward" 1 "ygeX"
"2165" "ygeY" 3008764 3009975 "forward" 1 "ygeY"
"2166" "ygfB-pepP-ubiHI" 3051115 3055444 "reverse" 4 "ygfB,pepP,ubiH,ubiI"
"2167" "ygfF" 3045158 3045901 "reverse" 1 "ygfF"
"2168" "ygfI" 3066277 3067173 "reverse" 1 "ygfI"
"2169" "ygfK-ssnA" 3016060 3020489 "forward" 2 "ygfK,ssnA"
"2170" "ygfM-xdhD" 3020540 3024186 "forward" 2 "ygfM,xdhD"
"2171" "ygfTS" 3028524 3030931 "reverse" 2 "ygfT,ygfS"
"2172" "ygfZ" 3041313 3042293 "forward" 1 "ygfZ"
"2173" "yggE" 3067340 3068080 "reverse" 1 "yggE"
"2174" "yggI" 3089755 3090252 "forward" 1 "yggI"
"2175" "yggM" 3098558 3099565 "reverse" 1 "yggM"
"2176" "yggN" 3100904 3101623 "reverse" 1 "yggN"
"2177" "yggR" 3094100 3095080 "reverse" 1 "yggR"
"2178" "yggSTU-rdgB-yggW" 3095098 3098403 "forward" 5 "yggS,yggT,yggU,rdgB,yggW"
"2179" "yghA" 3149662 3150546 "forward" 1 "yghA"
"2180" "yghB" 3153563 3154222 "forward" 1 "yghB"
"2181" "yghED" 3110590 3111988 "reverse" 2 "yghE,yghD"
"2182" "yghF" 3112054 3112920 "reverse" 1 "yghF"
"2183" "yghG" 3113067 3113477 "reverse" 1 "yghG"
"2184" "yghJ" 3114550 3119112 "reverse" 1 "yghJ"
"2185" "yghO" 3129043 3130215 "reverse" 1 "yghO"
"2186" "yghQ" 3131341 3132408 "reverse" 1 "yghQ"
"2187" "yghSR" 3132454 3133957 "reverse" 2 "yghS,yghR"
"2188" "yghT" 3134131 3134823 "forward" 1 "yghT"
"2189" "yghU" 3138727 3139593 "forward" 1 "yghU"
"2190" "yghW" 3146450 3146737 "reverse" 1 "yghW"
"2191" "yghX_2X_1" 3146856 3147619 "reverse" 2 "yghX_2,yghX_1"
"2192" "yghZ" 3147897 3148937 "forward" 1 "yghZ"
"2193" "ygiD" 3181619 3182434 "reverse" 1 "ygiD"
"2194" "ygiF-glnE" 3196801 3200965 "reverse" 2 "ygiF,glnE"
"2195" "ygiH" 3204694 3205311 "forward" 1 "ygiH"
"2196" "ygiL" 3185414 3185965 "forward" 1 "ygiL"
"2197" "ygiM-cca" 3201207 3203129 "forward" 2 "ygiM,cca"
"2198" "ygiN" 3173142 3173456 "forward" 1 "ygiN"
"2199" "ygiQ" 3158927 3161146 "reverse" 1 "ygiQ"
"2200" "ygiS" 3166111 3167718 "reverse" 1 "ygiS"
"2201" "ygiV" 3168749 3169231 "reverse" 1 "ygiV"
"2202" "ygiW" 3169284 3169676 "reverse" 1 "ygiW"
"2203" "ygiZ" 3171879 3172211 "reverse" 1 "ygiZ"
"2204" "ygjH" 3220915 3221247 "reverse" 1 "ygjH"
"2205" "ygjI" 3226234 3227667 "forward" 1 "ygjI"
"2206" "ygjJK" 3227801 3231239 "forward" 2 "ygjJ,ygjK"
"2207" "ygjP" 3235960 3236463 "forward" 1 "ygjP"
"2208" "ygjQ" 3236540 3237232 "forward" 1 "ygjQ"
"2209" "ygjR" 3237311 3238297 "forward" 1 "ygjR"
"2210" "ygjV" 3241193 3241744 "reverse" 1 "ygjV"
"2211" "yhaBC" 3267854 3269602 "forward" 2 "yhaB,yhaC"
"2212" "yhaH" 3252304 3252669 "forward" 1 "yhaH"
"2213" "yhaI" 3252911 3253267 "forward" 1 "yhaI"
"2214" "yhaJ" 3253318 3254214 "reverse" 1 "yhaJ"
"2215" "yhaKL" 3254319 3255207 "forward" 2 "yhaK,yhaL"
"2216" "yhaOM" 3255341 3258010 "reverse" 2 "yhaO,yhaM"
"2217" "yhbO" 3298974 3299492 "forward" 1 "yhbO"
"2218" "yhbP" 3299472 3299915 "reverse" 1 "yhbP"
"2219" "yhbQ" 3299966 3300268 "forward" 1 "yhbQ"
"2220" "yhbTS" 3300255 3301276 "reverse" 2 "yhbT,yhbS"
"2221" "yhbUV" 3301485 3303367 "forward" 2 "yhbU,yhbV"
"2222" "yhbW" 3303448 3304455 "forward" 1 "yhbW"
"2223" "yhbX" 3319988 3321613 "reverse" 1 "yhbX"
"2224" "yhbY" 3327790 3328083 "forward" 1 "yhbY"
"2225" "yhcAD-ychE_1" 3362112 3365664 "forward" 3 "yhcA,yhcD,ychE_1"
"2226" "yhcB" 3380191 3380589 "forward" 1 "yhcB"
"2227" "yhcC" 3353121 3354050 "reverse" 1 "yhcC"
"2228" "yhcG" 3367827 3368954 "forward" 1 "yhcG"
"2229" "yhcN" 3385538 3385801 "forward" 1 "yhcN"
"2230" "yhcO" 3385857 3386129 "reverse" 1 "yhcO"
"2231" "yhdH" 3403484 3404458 "forward" 1 "yhdH"
"2232" "yhdJ" 3411653 3412537 "forward" 1 "yhdJ"
"2233" "yhdN-zntR" 3438705 3439509 "reverse" 2 "yhdN,zntR"
"2234" "yhdP" 3392458 3396258 "reverse" 1 "yhdP"
"2235" "yhdT-panF-prmA" 3407375 3409951 "forward" 3 "yhdT,panF,prmA"
"2236" "yhdU" 3412621 3412800 "forward" 1 "yhdU"
"2237" "yhdV" 3418390 3418611 "forward" 1 "yhdV"
"2238" "yhdWXYZ" 3419149 3423194 "forward" 4 "yhdW,yhdX,yhdY,yhdZ"
"2239" "yheO-tusDCB" 3474678 3476440 "reverse" 4 "yheO,tusD,tusC,tusB"
"2240" "yheSTU" 3481289 3484436 "forward" 3 "yheS,yheT,yheU"
"2241" "yhfA" 3485414 3485818 "reverse" 1 "yhfA"
"2242" "yhfG-fic-pabA" 3490266 3491620 "reverse" 3 "yhfG,fic,pabA"
"2243" "yhfK" 3486791 3488893 "forward" 1 "yhfK"
"2244" "yhfL" 3499448 3499615 "forward" 1 "yhfL"
"2245" "yhfXW-php-yhfUTS" 3504935 3510976 "reverse" 6 "yhfX,yhfW,php,yhfU,yhfT,yhfS"
"2246" "yhfZY" 3511060 3512344 "reverse" 2 "yhfZ,yhfY"
"2247" "yhgA" 3543167 3544045 "forward" 1 "yhgA"
"2248" "yhgE" 3530715 3532439 "reverse" 1 "yhgE"
"2249" "yhgF" 3537385 3539706 "forward" 1 "yhgF"
"2250" "yhgN" 3575071 3575664 "forward" 1 "yhgN"
"2251" "yhhA" 3586943 3587383 "forward" 1 "yhhA"
"2252" "yhhH" 3623399 3623782 "forward" 1 "yhhH"
"2253" "yhhI" 3624378 3625514 "forward" 1 "yhhI"
"2254" "yhhM" 3605251 3605610 "reverse" 1 "yhhM"
"2255" "yhhN" 3605751 3606377 "forward" 1 "yhhN"
"2256" "yhhQ" 3609217 3609882 "forward" 1 "yhhQ"
"2257" "yhhS" 3610516 3611733 "reverse" 1 "yhhS"
"2258" "yhhT" 3611865 3612914 "forward" 1 "yhhT"
"2259" "yhhW" 3578950 3579645 "reverse" 1 "yhhW"
"2260" "yhhX" 3579768 3580805 "reverse" 1 "yhhX"
"2261" "yhhY" 3581138 3581626 "forward" 1 "yhhY"
"2262" "yhhZ-yrhA-insA-6AB-6B-6" 3581863 3584180 "forward" 5 "yhhZ,yrhA,insA-6,insAB-6,insB-6"
"2263" "yhiI-rbbA-yhhJ" 3625679 3630602 "reverse" 3 "yhiI,rbbA,yhhJ"
"2264" "yhiJ" 3630968 3632590 "reverse" 1 "yhiJ"
"2265" "yhiK" 3632852 3633244 "reverse" 1 "yhiK"
"2266" "yhiL" 3633220 3634458 "reverse" 1 "yhiL"
"2267" "yhiM" 3634841 3635893 "forward" 1 "yhiM"
"2268" "yhiN" 3636208 3637410 "reverse" 1 "yhiN"
"2269" "yhiS_1" 3651291 3652073 "forward" 1 "yhiS_1"
"2270" "yhjA" 3667791 3669188 "reverse" 1 "yhjA"
"2271" "yhjB" 3671292 3671894 "reverse" 1 "yhjB"
"2272" "yhjC" 3672414 3673313 "forward" 1 "yhjC"
"2273" "yhjD" 3673362 3674375 "forward" 1 "yhjD"
"2274" "yhjE" 3674786 3676108 "forward" 1 "yhjE"
"2275" "yhjG" 3676290 3678350 "reverse" 1 "yhjG"
"2276" "yhjJ" 3680444 3681940 "reverse" 1 "yhjJ"
"2277" "yhjR" 3695997 3696185 "reverse" 1 "yhjR"
"2278" "yhjV" 3700563 3701834 "forward" 1 "yhjV"
"2279" "yhjX" 3710799 3712007 "reverse" 1 "yhjX"
"2280" "yhjY" 3712236 3712934 "reverse" 1 "yhjY"
"2281" "yiaA" 3726924 3727361 "reverse" 1 "yiaA"
"2282" "yiaB" 3727407 3727748 "reverse" 1 "yiaB"
"2283" "yiaD" 3716547 3717206 "forward" 1 "yiaD"
"2284" "yiaF" 3718334 3719044 "reverse" 1 "yiaF"
"2285" "yiaG" 3719478 3719768 "forward" 1 "yiaG"
"2286" "yiaJ" 3741684 3742532 "reverse" 1 "yiaJ"
"2287" "yiaKLMNO-lyxK-sgbHUE" 3742733 3750781 "forward" 9 "yiaK,yiaL,yiaM,yiaN,yiaO,lyxK,sgbH,sgbU,sgbE"
"2288" "yiaT" 3751128 3751868 "reverse" 1 "yiaT"
"2289" "yiaU" 3751992 3752966 "forward" 1 "yiaU"
"2290" "yiaWV" 3752963 3754428 "reverse" 2 "yiaW,yiaV"
"2291" "yiaY" 3756676 3757827 "reverse" 1 "yiaY"
"2292" "yibF" 3761347 3761955 "reverse" 1 "yibF"
"2293" "yibG" 3768177 3768638 "forward" 1 "yibG"
"2294" "yibIH" 3770243 3771744 "reverse" 2 "yibI,yibH"
"2295" "yibJ" 3767221 3767922 "forward" 1 "yibJ"
"2296" "yibL" 3776665 3777027 "forward" 1 "yibL"
"2297" "yibN-grxC-secB-gpsA" 3782642 3785015 "reverse" 4 "yibN,grxC,secB,gpsA"
"2298" "yibT" 3776171 3776380 "reverse" 1 "yibT"
"2299" "yicC" 3816676 3817539 "forward" 1 "yicC"
"2300" "yicG" 3818874 3819491 "forward" 1 "yicG"
"2301" "yicH" 3830457 3832166 "forward" 1 "yicH"
"2302" "yicJI" 3832219 3835929 "reverse" 2 "yicJ,yicI"
"2303" "yicL" 3838248 3839171 "forward" 1 "yicL"
"2304" "yicN" 3841950 3842402 "reverse" 1 "yicN"
"2305" "yicR-rpmBG-mutM" 3810343 3812559 "reverse" 4 "yicR,rpmB,rpmG,mutM"
"2306" "yicS" 3840215 3840508 "forward" 1 "yicS"
"2307" "yidA" 3876140 3876952 "reverse" 1 "yidA"
"2308" "yidB" 3877067 3877465 "reverse" 1 "yidB"
"2309" "yidE" 3864612 3866273 "reverse" 1 "yidE"
"2310" "yidHGF" 3855114 3856307 "reverse" 3 "yidH,yidG,yidF"
